AgentID,GoodPointAmount,BadPointAmount,Velocity,xAxisPos,zAxisPos,seenByPredator,touchedWall,academyScore,date-time
-1090,18,9,24.33127,8.127774,38.8152,0,376,463,11/02/2020 13:33
-1064,21,6,20.90965,36.63506,38.76968,0,407,463,11/02/2020 13:33
-1258,28,8,5.827687,47.96352,54.3725,0,381,464,11/02/2020 13:33
-1142,18,8,27.09664,-21.35723,55.45871,0,394,464,11/02/2020 13:33
-1116,19,12,12.78856,47.15414,-23.60504,0,365,464,11/02/2020 13:33
-1090,19,9,14.3413,3.714876,37.71024,0,377,464,11/02/2020 13:33
-1064,21,6,5.513146,34.1615,40.40431,0,408,464,11/02/2020 13:33
-1258,29,8,8.266554,46.6688,52.97255,0,384,464,11/02/2020 13:33
-1142,18,9,8.405482,-12.93052,43.93228,0,394,464,11/02/2020 13:33
-1116,19,12,28.98599,35.83293,-4.016149,0,365,464,11/02/2020 13:33
-1090,20,9,28.09351,-7.552674,49.24385,0,377,464,11/02/2020 13:33
-1064,21,6,2.337744,48.01016,32.00249,0,409,464,11/02/2020 13:33
-1258,29,8,1.91E-06,27.09679,41.68844,0,385,467,11/02/2020 13:33
-1142,19,9,8.851181,-22.41356,41.60411,0,395,467,11/02/2020 13:33
-1116,20,12,31.84155,15.40959,14.49327,0,366,467,11/02/2020 13:33
-1090,21,9,20.34093,-21.89941,61.08607,0,377,467,11/02/2020 13:33
-1064,21,6,24.79799,39.32262,22.28799,0,409,467,11/02/2020 13:33
-1258,30,8,28.11568,13.56799,49.49405,0,385,465,11/02/2020 13:33
-1142,19,10,17.30206,-32.47852,53.09776,0,396,465,11/02/2020 13:33
-1116,20,12,34.3729,-17.06908,23.48731,0,366,465,11/02/2020 13:33
-1090,21,10,1.788992,-28.33452,67.14268,0,378,465,11/02/2020 13:33
-1064,21,6,31.99979,39.94951,-6.430107,0,409,465,11/02/2020 13:33
-1258,30,8,30.42657,-16.87898,58.13861,0,385,465,11/02/2020 13:33
-1142,19,11,23.39672,-43.11105,65.84195,0,396,465,11/02/2020 13:33
-1116,20,12,1.76456,-48.38707,17.5195,0,367,465,11/02/2020 13:33
-1090,21,10,17.29194,-31.49666,57.4622,0,378,465,11/02/2020 13:33
-1064,22,6,19.01983,39.45718,-18.09267,0,409,465,11/02/2020 13:33
-1258,30,8,33.45875,-44.45288,43.88142,0,385,463,11/02/2020 13:33
-1142,19,13,12.7124,-39.9883,62.86994,0,397,463,11/02/2020 13:33
-1116,20,13,19.4364,-37.04858,22.42609,0,367,463,11/02/2020 13:33
-1090,22,10,26.5007,-46.39974,56.05995,0,378,463,11/02/2020 13:33
-1064,23,7,13.57524,23.33645,-28.77572,0,409,463,11/02/2020 13:33
-1258,30,8,12.66665,-47.39393,40.21438,0,388,465,11/02/2020 13:33
-1142,19,13,32.23209,-15.21361,66.92142,0,397,465,11/02/2020 13:33
-1116,20,13,6.829426,-19.97789,35.78363,0,368,465,11/02/2020 13:33
-1090,23,11,13.49141,-45.57733,58.55854,0,380,465,11/02/2020 13:33
-1064,25,7,18.37108,15.13453,-25.59651,0,412,465,11/02/2020 13:33
-1258,31,8,10.77393,-46.37962,45.22626,0,390,466,11/02/2020 13:33
-1142,19,14,2.21985,-5.923347,66.95346,0,403,466,11/02/2020 13:33
-1116,21,13,31.11226,-17.29123,18.4114,0,368,466,11/02/2020 13:33
-1090,24,12,11.25008,-40.14113,65.91177,0,380,466,11/02/2020 13:33
-1064,26,7,1.267997,11.96625,-8.143595,0,412,466,11/02/2020 13:33
-1258,31,8,32.24895,-23.42067,56.23653,0,390,467,11/02/2020 13:33
-1142,20,14,29.59756,7.919614,53.90689,0,403,467,11/02/2020 13:33
-1116,22,14,4.05117,-10.82264,9.431603,0,368,467,11/02/2020 13:33
-1090,24,12,25.79449,-29.74833,60.0747,0,381,467,11/02/2020 13:33
-1064,26,7,11.05616,11.75479,-16.37755,0,412,467,11/02/2020 13:33
-1258,31,8,12.2676,-11.67869,66.33427,0,391,469,11/02/2020 13:33
-1142,20,14,32.77799,36.53298,42.40969,0,403,469,11/02/2020 13:33
-1116,24,14,1.504953,-16.03757,1.260758,0,369,469,11/02/2020 13:33
-1090,24,12,33.50615,-0.4830269,49.06457,0,381,469,11/02/2020 13:33
-1064,27,8,1.767265,7.678744,-29.90788,0,413,469,11/02/2020 13:33
-1258,31,9,18.23543,1.327262,64.37057,0,393,470,11/02/2020 13:33
-1142,21,14,19.62082,34.80574,35.62337,0,403,470,11/02/2020 13:33
-1116,24,14,28.05262,-11.07678,15.48166,0,369,470,11/02/2020 13:33
-1090,24,12,32.21302,33.82066,48.30177,0,381,470,11/02/2020 13:33
-1064,27,8,24.87571,-0.1004648,-24.88245,0,413,470,11/02/2020 13:33
-1258,31,9,31.20923,23.40321,49.46141,0,393,469,11/02/2020 13:33
-1142,22,15,26.78386,18.3969,32.79768,0,403,469,11/02/2020 13:33
-1116,24,14,6.411277,-11.86743,36.0549,0,370,469,11/02/2020 13:33
-1090,25,12,19.50681,47.01817,47.59473,0,381,469,11/02/2020 13:33
-1064,27,10,11.90792,-7.94869,-20.04528,0,413,469,11/02/2020 13:33
-1258,31,9,5.307165,47.2287,43.05807,0,394,470,11/02/2020 13:33
-1142,22,15,32.24858,-0.9803039,10.3071,0,403,470,11/02/2020 13:33
-1116,24,14,29.16528,0.9103702,25.46389,0,370,470,11/02/2020 13:33
-1090,25,12,23.88175,39.07256,41.18513,0,382,470,11/02/2020 13:33
-1064,28,10,1.705265,-0.6396996,-19.51124,0,413,470,11/02/2020 13:33
-1258,32,10,13.01324,43.79357,31.60958,0,394,472,11/02/2020 13:33
-1142,23,16,9.748128,-9.27198,-16.46965,0,403,472,11/02/2020 13:33
-1116,24,14,33.67761,33.43074,22.37996,0,370,472,11/02/2020 13:33
-1090,25,12,33.88354,24.5985,13.34205,0,382,472,11/02/2020 13:33
-1064,30,10,1.729558,-5.510655,-25.31395,0,413,472,11/02/2020 13:33
-1258,33,10,29.42057,29.11274,35.25626,0,394,472,11/02/2020 13:33
-1142,23,16,8.334035,-15.51475,-28.84185,0,404,472,11/02/2020 13:33
-1116,24,14,13.77753,46.80725,26.62757,0,371,472,11/02/2020 13:33
-1090,25,12,14.75561,20.56333,5.564083,0,383,472,11/02/2020 13:33
-1064,30,10,23.02912,-8.143766,-12.63111,0,413,472,11/02/2020 13:33
-1258,34,10,29.65675,3.355215,23.38585,0,394,473,11/02/2020 13:33
-1142,24,16,21.60702,-25.68836,-23.11792,0,404,473,11/02/2020 13:33
-1116,24,14,21.00036,43.44821,14.33506,0,373,473,11/02/2020 13:33
-1090,27,12,25.60116,14.1061,23.16888,0,383,473,11/02/2020 13:33
-1064,30,12,6.921935,-8.766777,0.4558446,0,414,473,11/02/2020 13:33
-1258,35,10,12.87783,-5.869419,12.94716,0,394,472,11/02/2020 13:33
-1142,24,16,1.372139,-48.50925,-11.06431,0,405,472,11/02/2020 13:33
-1116,24,14,33.35766,33.75438,-13.23323,0,373,472,11/02/2020 13:33
-1090,27,13,28.92015,-3.89933,37.7733,0,383,472,11/02/2020 13:33
-1064,30,12,29.54813,-11.74368,22.47829,0,414,472,11/02/2020 13:33
-1258,35,10,10.49117,-14.93884,34.77424,0,394,472,11/02/2020 13:33
-1142,24,16,29.31068,-42.90491,4.716108,0,406,472,11/02/2020 13:33
-1116,24,14,15.51385,32.83798,-29.27698,0,374,472,11/02/2020 13:33
-1090,27,13,24.61503,-5.780502,47.7333,0,384,472,11/02/2020 13:33
-1064,30,12,10.3762,-15.47224,35.7534,0,415,472,11/02/2020 13:33
-1258,35,10,22.14347,-6.779826,32.19994,0,394,473,11/02/2020 13:33
-1142,24,16,7.054032,-48.41841,30.08144,0,407,473,11/02/2020 13:33
-1116,25,14,7.354446,18.82887,-29.92284,0,378,473,11/02/2020 13:33
-1090,27,13,9.664999,-6.702906,66.05295,0,386,473,11/02/2020 13:33
-1064,30,12,15.35772,-20.16222,33.12878,0,416,473,11/02/2020 13:33
-1258,35,10,5.277679,16.13687,36.22567,0,395,475,11/02/2020 13:33
-1142,25,16,20.92829,-45.90126,42.86494,0,409,475,11/02/2020 13:33
-1116,26,14,13.30723,10.64505,-24.2445,0,379,475,11/02/2020 13:33
-1090,27,13,29.83883,1.507777,50.45036,0,386,475,11/02/2020 13:33
-1064,31,13,10.77405,-31.00345,30.43201,0,416,475,11/02/2020 13:33
-1258,35,10,30.47501,38.83688,36.20254,0,395,473,11/02/2020 13:33
-1142,26,16,4.912089,-39.49129,67.01788,0,410,473,11/02/2020 13:33
-1116,26,15,28.64819,7.451626,-9.457733,0,379,473,11/02/2020 13:33
-1090,28,14,9.095714,7.853104,35.02629,0,387,473,11/02/2020 13:33
-1064,31,15,2.316189,-47.56003,17.82662,0,416,473,11/02/2020 13:33
-1258,36,10,11.30642,46.43764,37.24645,0,397,474,11/02/2020 13:33
-1142,26,16,8.243984,-45.56268,61.45374,0,410,474,11/02/2020 13:33
-1116,27,15,20.89787,-13.36448,12.62839,0,379,474,11/02/2020 13:33
-1090,28,14,28.30172,-4.565088,13.96141,0,387,474,11/02/2020 13:33
-1064,31,15,24.85736,-46.06608,31.33205,0,416,474,11/02/2020 13:33
-1258,36,10,30.07226,28.7448,44.50001,0,397,475,11/02/2020 13:33
-1142,27,16,6.17389,-45.31163,65.66322,0,410,475,11/02/2020 13:33
-1116,27,15,30.68336,-41.09258,18.08857,0,379,475,11/02/2020 13:33
-1090,28,14,32.4698,-8.095708,-18.36544,0,387,475,11/02/2020 13:33
-1064,31,15,24.72222,-43.35019,43.92402,0,417,475,11/02/2020 13:33
-1258,36,11,10.17804,10.96237,42.93652,0,400,477,11/02/2020 13:33
-1142,27,16,17.4995,-37.23602,61.72915,0,412,477,11/02/2020 13:33
-1116,27,15,23.47101,-43.52321,25.10898,0,380,477,11/02/2020 13:33
-1090,28,14,13.38407,-7.508256,-26.79787,0,388,477,11/02/2020 13:33
-1064,33,15,20.46264,-29.80011,47.64621,0,417,477,11/02/2020 13:33
-1258,36,11,23.42383,-5.211237,63.91381,0,400,477,11/02/2020 13:33
-1142,27,16,33.08728,-8.338387,59.1201,0,412,477,11/02/2020 13:33
-1116,27,15,10.92547,-48.07449,52.56548,0,381,477,11/02/2020 13:33
-1090,28,14,29.0635,-31.17313,-20.55424,0,388,477,11/02/2020 13:33
-1064,33,15,23.74544,-6.099888,63.17554,0,417,477,11/02/2020 13:33
-1258,36,11,8.909387,-0.6036758,67.00664,0,405,476,11/02/2020 13:33
-1142,27,16,15.96067,12.80418,66.14878,0,413,476,11/02/2020 13:33
-1116,28,16,8.176761,-40.42364,66.95001,0,382,476,11/02/2020 13:33
-1090,28,15,10.15365,-46.93876,-22.02036,0,388,476,11/02/2020 13:33
-1064,33,15,8.803411,-1.790859,66.73518,0,418,476,11/02/2020 13:33
-1258,36,11,8.00485,7.83504,67.10921,0,409,477,11/02/2020 13:33
-1142,27,16,31.2532,37.75686,61.58497,0,413,477,11/02/2020 13:33
-1116,28,16,21.32468,-27.15806,64.72209,0,384,477,11/02/2020 13:33
-1090,29,15,29.78931,-46.9838,-5.39907,0,388,477,11/02/2020 13:33
-1064,33,15,30.38432,17.59359,63.6399,0,418,477,11/02/2020 13:33
-1258,36,11,32.02283,32.50296,62.56018,0,409,481,11/02/2020 13:33
-1142,27,16,9.322433,47.16395,56.76347,0,414,481,11/02/2020 13:33
-1116,28,16,33.33936,1.270094,53.72475,0,384,481,11/02/2020 13:33
-1090,32,15,9.63521,-47.56737,5.347004,0,392,481,11/02/2020 13:33
-1064,34,15,13.66601,44.60047,65.29346,0,418,481,11/02/2020 13:33
-1258,36,11,9.083613,46.5694,60.77219,0,411,484,11/02/2020 13:33
-1142,27,16,12.3188,46.44726,44.52791,0,416,484,11/02/2020 13:33
-1116,28,16,34.75192,34.94577,58.53199,0,384,484,11/02/2020 13:33
-1090,34,15,16.23304,-41.34589,-0.8568146,0,392,484,11/02/2020 13:33
-1064,36,16,3.993341,47.87111,62.68478,0,419,484,11/02/2020 13:33
-1258,36,11,31.6322,43.24926,38.42052,0,411,484,11/02/2020 13:33
-1142,28,16,7.436308,33.10142,42.85823,0,416,484,11/02/2020 13:33
-1116,28,17,15.00893,46.54868,61.47881,0,385,484,11/02/2020 13:33
-1090,34,15,32.72993,-23.7244,-22.38774,0,392,484,11/02/2020 13:33
-1064,36,16,16.30379,44.5667,61.19999,0,420,484,11/02/2020 13:33
-1258,36,11,20.24255,47.81049,14.77924,0,412,484,11/02/2020 13:33
-1142,29,16,12.49702,36.79767,39.32158,0,416,484,11/02/2020 13:33
-1116,28,17,17.79248,38.11278,57.89875,0,385,484,11/02/2020 13:33
-1090,34,16,32.45662,5.728438,-24.38735,0,392,484,11/02/2020 13:33
-1064,36,16,31.45656,19.7441,57.90569,0,420,484,11/02/2020 13:33
-1258,37,11,24.48582,46.87327,-7.809443,0,412,484,11/02/2020 13:33
-1142,29,16,15.54991,31.98262,40.41212,0,416,484,11/02/2020 13:33
-1116,28,17,33.51475,12.35966,43.76231,0,385,484,11/02/2020 13:33
-1090,34,16,32.80644,33.6651,-5.780043,0,392,484,11/02/2020 13:33
-1064,36,16,34.58031,-6.099912,36.07594,0,420,484,11/02/2020 13:33
-1258,38,11,30.82996,47.18992,-27.35021,0,412,485,11/02/2020 13:33
-1142,30,16,31.54171,19.59083,56.60691,0,416,485,11/02/2020 13:33
-1116,28,18,24.00871,-2.185167,27.35421,0,385,485,11/02/2020 13:33
-1090,35,16,11.54221,46.54196,10.72093,0,392,485,11/02/2020 13:33
-1064,36,16,34.17908,-18.01254,4.079013,0,420,485,11/02/2020 13:33
-1258,38,12,14.43189,45.48146,-24.78799,0,413,482,11/02/2020 13:33
-1142,30,16,23.0134,-4.554825,66.956,0,417,482,11/02/2020 13:33
-1116,28,19,9.784496,-10.47439,18.54263,0,385,482,11/02/2020 13:33
-1090,35,16,21.19705,40.17479,2.84937,0,392,482,11/02/2020 13:33
-1064,36,18,7.962026,-20.09818,3.862819,0,421,482,11/02/2020 13:33
-1258,38,13,18.39021,26.9591,-19.85424,0,413,484,11/02/2020 13:33
-1142,30,16,31.2137,-30.00556,56.2298,0,417,484,11/02/2020 13:33
-1116,28,19,30.58171,-33.95778,22.53001,0,385,484,11/02/2020 13:33
-1090,37,16,7.276449,33.00657,-0.5932475,0,392,484,11/02/2020 13:33
-1064,36,18,31.7233,-39.11583,14.86608,0,421,484,11/02/2020 13:33
-1258,38,13,33.1332,-1.29237,-23.00013,0,413,483,11/02/2020 13:33
-1142,30,17,23.69854,-45.59887,36.42531,0,417,483,11/02/2020 13:33
-1116,28,20,4.08934,-48.37577,21.80523,0,387,483,11/02/2020 13:33
-1090,39,16,3.936679,38.65923,0.290057,0,392,483,11/02/2020 13:33
-1064,36,19,9.854944,-47.148,21.5434,0,421,483,11/02/2020 13:33
-1258,39,13,12.72649,-15.16547,-28.26037,0,415,484,11/02/2020 13:33
-1142,32,17,6.824992,-47.87978,38.74052,0,418,484,11/02/2020 13:33
-1116,28,21,28.63437,-35.36799,27.32074,0,387,484,11/02/2020 13:33
-1090,39,16,21.23121,29.02564,2.599666,0,392,484,11/02/2020 13:33
-1064,36,19,28.37353,-38.59485,41.97252,0,421,484,11/02/2020 13:33
-1258,39,13,31.03956,-18.82052,-8.169332,0,415,482,11/02/2020 13:33
-1142,32,17,21.69645,-47.45958,54.74072,0,419,482,11/02/2020 13:33
-1116,28,22,16.07023,-28.00975,31.75108,0,388,482,11/02/2020 13:33
-1090,39,17,30.53346,2.124102,2.505081,0,392,482,11/02/2020 13:33
-1064,36,19,8.958064,-39.40409,66.82529,0,422,482,11/02/2020 13:33
-1258,41,13,7.888617,-16.00949,-4.941261,0,416,485,11/02/2020 13:33
-1142,33,18,7.96786,-41.02647,67.00515,0,421,485,11/02/2020 13:33
-1116,29,22,31.78558,-17.85662,12.58899,0,388,485,11/02/2020 13:33
-1090,40,17,11.31629,-4.823516,2.774159,0,393,485,11/02/2020 13:33
-1064,37,19,19.05807,-31.11382,63.64207,0,422,485,11/02/2020 13:33
-1258,41,14,19.77787,-17.30282,-11.6035,0,416,485,11/02/2020 13:33
-1142,33,19,22.78039,-25.30177,66.0742,0,422,485,11/02/2020 13:33
-1116,29,23,28.63427,11.76756,1.478392,0,388,485,11/02/2020 13:33
-1090,41,17,11.61482,-2.879735,9.364388,0,393,485,11/02/2020 13:33
-1064,38,19,27.92678,-4.641856,62.35126,0,422,485,11/02/2020 13:33
-1258,41,14,7.471129,-20.41692,-29.43248,0,417,485,11/02/2020 13:33
-1142,33,19,13.64222,-9.643777,64.28591,0,424,485,11/02/2020 13:33
-1116,29,23,33.36081,38.65173,16.69597,0,388,485,11/02/2020 13:33
-1090,42,18,9.374108,1.384219,7.379339,0,393,485,11/02/2020 13:33
-1064,38,19,9.87559,10.28657,65.85735,0,425,485,11/02/2020 13:33
-1258,41,14,27.22347,-24.36894,-18.63626,0,418,484,11/02/2020 13:33
-1142,33,19,33.39564,7.564558,42.3686,0,424,484,11/02/2020 13:33
-1116,29,23,8.687723,47.53498,25.63091,0,390,484,11/02/2020 13:33
-1090,42,18,26.86198,-8.42152,16.85211,0,393,484,11/02/2020 13:33
-1064,38,20,7.969025,20.21317,53.26149,0,425,484,11/02/2020 13:33
-1258,42,14,19.89073,-41.10504,2.649438,0,418,486,11/02/2020 13:33
-1142,34,19,26.9559,2.406789,31.61731,0,424,486,11/02/2020 13:33
-1116,29,23,4.18367,46.891,18.79399,0,392,486,11/02/2020 13:33
-1090,43,18,10.17308,-29.43764,31.37128,0,393,486,11/02/2020 13:33
-1064,38,20,24.77795,5.747017,43.89746,0,425,486,11/02/2020 13:33
-1258,43,14,15.66121,-42.8616,7.771266,0,419,487,11/02/2020 13:33
-1142,34,19,30.28771,-2.317117,1.976278,0,424,487,11/02/2020 13:33
-1116,29,23,6.697112,47.7128,21.39113,0,393,487,11/02/2020 13:33
-1090,43,18,6.793414,-48.46842,33.62177,0,394,487,11/02/2020 13:33
-1064,39,20,29.91571,-3.640548,20.02145,0,425,487,11/02/2020 13:33
-1258,44,14,33.29541,-24.4363,28.31641,0,419,486,11/02/2020 13:33
-1142,34,20,32.12844,7.007128,-20.47576,0,424,486,11/02/2020 13:33
-1116,29,24,2.462334,45.08434,7.087924,0,393,486,11/02/2020 13:33
-1090,43,18,29.65735,-36.53005,47.23842,0,394,486,11/02/2020 13:33
-1064,40,20,12.15985,1.171093,-12.16704,0,425,486,11/02/2020 13:33
-1258,44,14,25.32611,-11.83265,34.44099,0,420,487,11/02/2020 13:33
-1142,34,20,12.95939,14.20931,-28.25837,0,425,487,11/02/2020 13:33
-1116,29,24,30.8084,39.97467,-12.25657,0,393,487,11/02/2020 13:33
-1090,43,18,9.878838,-29.18338,66.57095,0,395,487,11/02/2020 13:33
-1064,41,20,25.13866,13.89933,-25.98294,0,425,487,11/02/2020 13:33
-1258,44,14,5.943853,9.46267,36.71402,0,421,484,11/02/2020 13:33
-1142,34,21,14.60628,2.112787,-25.30029,0,425,484,11/02/2020 13:33
-1116,29,25,8.293139,43.90672,-29.41139,0,394,484,11/02/2020 13:33
-1090,43,18,7.95158,-13.79531,65.96733,0,396,484,11/02/2020 13:33
-1064,41,21,1.022123,23.6572,-29.63374,0,426,484,11/02/2020 13:33
-1258,0,0,6.543924,-30.91784,37.94123,0,422,484,11/02/2020 13:33
-1142,0,0,10.65523,-46.40432,28.4136,0,425,484,11/02/2020 13:33
-1116,0,0,11.48562,35.1938,33.91599,0,394,484,11/02/2020 13:33
-1090,0,0,16.10091,30.46406,53.42318,0,396,484,11/02/2020 13:33
-1064,0,0,5.357379,29.39507,54.98242,0,426,484,11/02/2020 13:33
-1258,0,0,17.24701,-33.04215,27.60779,0,422,485,11/02/2020 13:33
-1142,1,0,18.31091,-40.37292,29.62702,0,425,485,11/02/2020 13:33
-1116,0,0,25.95511,40.11501,20.66327,0,394,485,11/02/2020 13:33
-1090,0,0,33.61497,38.48509,25.46152,0,396,485,11/02/2020 13:33
-1064,0,0,29.08875,45.65483,51.05803,0,426,485,11/02/2020 13:33
-1258,2,0,11.38945,-34.0415,17.77284,0,422,487,11/02/2020 13:33
-1142,1,0,5.455269,-15.60978,36.26242,0,426,487,11/02/2020 13:33
-1116,0,0,19.71708,46.54468,7.32428,0,395,487,11/02/2020 13:33
-1090,2,0,1.149261,47.68404,6.580227,0,397,487,11/02/2020 13:33
-1064,0,0,12.0131,45.11731,50.52907,0,428,487,11/02/2020 13:33
-1258,2,0,3.526842,-48.51768,28.05676,0,423,491,11/02/2020 13:33
-1142,3,0,25.60846,6.14298,34.85096,0,426,491,11/02/2020 13:33
-1116,1,0,4.137194,48.05735,-14.78804,0,397,491,11/02/2020 13:33
-1090,2,0,1.76456,48.06076,-7.557896,0,399,491,11/02/2020 13:33
-1064,1,0,7.06592,46.89626,62.18732,0,428,491,11/02/2020 13:33
-1258,3,0,8.324578,-38.14357,26.2969,0,423,491,11/02/2020 13:33
-1142,3,0,11.16122,12.90175,34.80757,0,428,491,11/02/2020 13:33
-1116,1,1,26.84264,35.73594,-13.76918,0,397,491,11/02/2020 13:33
-1090,2,0,28.1339,34.27484,-16.80522,0,399,491,11/02/2020 13:33
-1064,2,0,13.56335,46.76245,61.16473,0,429,491,11/02/2020 13:33
-1258,3,0,31.25999,-14.60791,24.39211,0,423,491,11/02/2020 13:33
-1142,3,0,32.894,12.21256,9.631359,0,428,491,11/02/2020 13:33
-1116,1,1,34.28358,7.225044,-27.44209,0,397,491,11/02/2020 13:33
-1090,2,0,16.52225,21.97156,-27.00815,0,400,491,11/02/2020 13:33
-1064,2,0,22.80774,44.80622,50.85294,0,430,491,11/02/2020 13:33
-1258,3,0,34.32017,17.92368,34.56871,0,423,493,11/02/2020 13:33
-1142,4,0,9.328252,9.822295,5.315625,0,430,493,11/02/2020 13:33
-1116,4,2,17.46804,4.893535,-25.40121,0,398,493,11/02/2020 13:33
-1090,2,1,21.44808,-1.104343,-25.78376,0,400,493,11/02/2020 13:33
-1064,2,0,33.48938,37.88934,20.81818,0,430,493,11/02/2020 13:33
-1258,5,0,1.955349,17.98411,36.46761,0,425,494,11/02/2020 13:33
-1142,4,0,31.91261,-14.90954,3.797399,0,430,494,11/02/2020 13:33
-1116,5,2,0.9442145,-3.932013,-11.49085,0,398,494,11/02/2020 13:33
-1090,2,1,11.28465,-18.70596,-28.44939,0,401,494,11/02/2020 13:33
-1064,2,0,3.59909,47.67802,-3.09076,0,431,494,11/02/2020 13:33
-1258,6,0,25.18003,7.813468,23.73726,0,425,491,11/02/2020 13:33
-1142,4,1,16.60305,-23.34297,6.26348,0,431,491,11/02/2020 13:33
-1116,5,2,0,9.6709,-3.238189,0,399,491,11/02/2020 13:33
-1090,2,2,24.45374,-36.84199,-21.11288,0,401,491,11/02/2020 13:33
-1064,2,1,16.73911,42.33266,1.430232,0,431,491,11/02/2020 13:33
-1258,7,0,27.07655,-7.396955,8.226397,0,425,493,11/02/2020 13:33
-1142,5,1,29.97205,-32.94409,22.54288,0,431,493,11/02/2020 13:33
-1116,6,2,9.262522,4.113688,-3.414045,0,400,493,11/02/2020 13:33
-1090,3,2,28.19248,-44.94443,-7.437665,0,401,493,11/02/2020 13:33
-1064,2,2,11.56261,48.02048,-1.659351,0,431,493,11/02/2020 13:33
-1258,7,2,17.91181,-17.60235,4.005909,0,425,493,11/02/2020 13:33
-1142,5,2,17.02587,-46.80655,39.16032,0,431,493,11/02/2020 13:33
-1116,7,2,26.01092,-15.49777,-12.28316,0,400,493,11/02/2020 13:33
-1090,3,2,4.606295,-48.48185,6.745379,0,404,493,11/02/2020 13:33
-1064,2,2,12.30357,47.67495,-13.43494,0,433,493,11/02/2020 13:33
-1258,7,3,12.17197,-39.74157,10.90782,0,425,494,11/02/2020 13:33
-1142,5,2,20.58619,-46.99842,57.24943,0,432,494,11/02/2020 13:33
-1116,7,3,17.56458,-33.57132,-28.04642,0,400,494,11/02/2020 13:33
-1090,5,2,3.321188,-42.71948,-0.9017711,0,404,494,11/02/2020 13:33
-1064,2,2,4.652689,44.38377,-29.29338,0,434,494,11/02/2020 13:33
-1258,7,3,11.90732,-44.57141,15.59503,0,426,498,11/02/2020 13:34
-1142,5,2,9.3364,-43.96708,63.03428,0,433,498,11/02/2020 13:34
-1116,10,3,11.60741,-43.08943,-26.02674,0,400,498,11/02/2020 13:34
-1090,6,2,4.369051,-47.84322,-3.290187,0,404,498,11/02/2020 13:34
-1064,2,2,26.4659,37.39439,-17.45974,0,434,498,11/02/2020 13:34
-1258,8,3,19.73489,-33.01156,24.4596,0,426,500,11/02/2020 13:34
-1142,5,2,29.01127,-25.89648,60.00979,0,433,500,11/02/2020 13:34
-1116,10,3,32.68655,-45.03315,-0.5501314,0,400,500,11/02/2020 13:34
-1090,6,2,10.07741,-45.69423,4.997483,0,404,500,11/02/2020 13:34
-1064,4,2,14.09877,15.92803,-4.871631,0,434,500,11/02/2020 13:34
-1258,9,3,32.00961,-6.519128,32.3377,0,426,499,11/02/2020 13:34
-1142,6,3,16.0665,-7.190668,67.16972,0,433,499,11/02/2020 13:34
-1116,10,4,1.122787,-48.45323,18.72865,0,402,499,11/02/2020 13:34
-1090,6,2,5.284015,-48.48121,20.34249,0,407,499,11/02/2020 13:34
-1064,4,2,29.51886,-3.981638,-5.298709,0,435,499,11/02/2020 13:34
-1258,10,3,16.42798,10.30367,52.11929,0,426,498,11/02/2020 13:34
-1142,7,4,27.6312,8.131428,63.7428,0,435,498,11/02/2020 13:34
-1116,10,4,28.41853,-41.49531,33.1451,0,403,498,11/02/2020 13:34
-1090,6,2,20.09738,-43.2457,25.22346,0,408,498,11/02/2020 13:34
-1064,4,3,30.02574,-21.26255,-21.90504,0,435,498,11/02/2020 13:34
-1258,10,3,13.66848,18.6133,64.72318,0,427,497,11/02/2020 13:34
-1142,7,4,4.43068,38.60053,67.01386,0,436,497,11/02/2020 13:34
-1116,10,5,0.7651168,-39.73673,54.67949,0,403,497,11/02/2020 13:34
-1090,6,2,6.176264,-27.3859,35.92062,0,409,497,11/02/2020 13:34
-1064,4,3,17.0715,-25.62174,-24.12663,0,436,497,11/02/2020 13:34
-1258,12,3,5.670648,18.25628,56.44073,0,427,498,11/02/2020 13:34
-1142,7,4,28.77768,45.93658,55.72902,0,439,498,11/02/2020 13:34
-1116,10,5,26.73607,-30.38529,46.96262,0,403,498,11/02/2020 13:34
-1090,6,2,30.50023,-15.90226,21.92176,0,409,498,11/02/2020 13:34
-1064,5,3,11.38665,-23.4217,-23.84062,0,436,498,11/02/2020 13:34
-1258,13,3,16.27942,9.367306,63.85225,0,427,500,11/02/2020 13:34
-1142,8,5,17.66262,44.88008,47.54992,0,440,500,11/02/2020 13:34
-1116,11,5,6.051953,-8.452481,42.36369,0,404,500,11/02/2020 13:34
-1090,7,2,33.23827,13.7756,9.473056,0,409,500,11/02/2020 13:34
-1064,5,3,2.549937,-33.76682,-29.73696,0,437,500,11/02/2020 13:34
-1258,14,3,12.11164,11.54068,66.75156,0,427,498,11/02/2020 13:34
-1142,9,5,31.84308,28.15224,26.86618,0,440,498,11/02/2020 13:34
-1116,11,6,28.21844,12.81754,47.79589,0,404,498,11/02/2020 13:34
-1090,7,4,24.08936,29.01132,15.77214,0,409,498,11/02/2020 13:34
-1064,5,3,25.2776,-34.4967,-20.89145,0,439,498,11/02/2020 13:34
-1258,15,3,24.85159,12.35514,58.9899,0,430,500,11/02/2020 13:34
-1142,12,5,12.64416,21.63617,16.79382,0,440,500,11/02/2020 13:34
-1116,12,6,6.631111,28.6688,66.73674,0,405,500,11/02/2020 13:34
-1090,7,6,21.81277,39.2167,16.12148,0,409,500,11/02/2020 13:34
