predatorVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time
0.8496453,-3.130801,18.69547,5.488753,90.9888,33,12/02/2020 09:43
0.8496453,3.954488,15.58113,5.488753,140.5352,33,12/02/2020 09:43
0.8496453,8.774579,12.50755,5.488753,182.9211,33,12/02/2020 09:43
0.8496453,4.808384,12.93105,5.488753,345.9955,33,12/02/2020 09:43
0.8496453,0.4115981,11.93281,5.488753,305.1478,33,12/02/2020 09:43
0.8496453,2.758698,13.13031,5.488753,142.7365,33,12/02/2020 09:43
0.8496453,-3.482243,17.36994,5.488753,372.5408,33,12/02/2020 09:43
0.8496453,-1.204298,25.25648,5.488753,71.23947,33,12/02/2020 09:43
0.8496452,-3.311284,20.40951,5.488753,379.1161,33,12/02/2020 09:43
0.8496452,-1.325074,20.72019,5.488753,229.3094,33,12/02/2020 09:43
0.8496452,-8.979115,22.03269,5.488753,253.5994,33,12/02/2020 09:43
0.8496452,-11.19542,19.72431,5.488753,212.3889,33,12/02/2020 09:43
0.8496452,-10.93915,24.96632,5.488753,91.26383,33,12/02/2020 09:43
0.8496452,-3.406208,21.62962,5.488753,140.2487,33,12/02/2020 09:43
0.8496452,-1.477264,23.33271,5.488753,374.1701,33,12/02/2020 09:43
0.8496452,-4.296956,26.83543,5.488753,270.9305,33,12/02/2020 09:43
0.8496452,-5.13768,23.34593,5.488753,200.0159,33,12/02/2020 09:43
0.8496452,-9.36682,23.03113,5.488753,293.3223,33,12/02/2020 09:43
0.8496452,-3.945381,19.25404,5.488753,372.467,33,12/02/2020 09:43
0.8496452,-3.9764,20.14396,5.488753,244.4786,33,12/02/2020 09:43
0.8496452,1.928123,11.81904,5.488753,161.5681,33,12/02/2020 09:43
0.8496452,4.217373,4.88798,5.488753,262.0874,33,12/02/2020 09:43
0.8496452,1.872614,3.573833,5.488753,349.8668,33,12/02/2020 09:43
0.7445478,-3.018071,11.18042,5.488753,376.2061,33,12/02/2020 09:43
0.7445478,-0.8026292,15.32938,5.488753,194.1147,33,12/02/2020 09:43
0.7445478,-3.174771,11.67143,5.488753,59.41259,33,12/02/2020 09:43
0.7445478,4.610588,12.625,5.488753,135.9367,33,12/02/2020 09:43
0.7445478,7.232316,11.69109,5.488753,252.0452,33,12/02/2020 09:43
0.7445478,4.473811,6.654724,5.488753,390.2629,33,12/02/2020 09:43
0.7445478,6.236108,7.080151,5.488753,62.34254,33,12/02/2020 09:43
0.7445478,6.234121,12.45205,5.488753,281.5796,33,12/02/2020 09:43
0.7445478,6.262376,11.3049,5.488753,272.0291,33,12/02/2020 09:43
0.7445478,1.656371,6.107965,5.488753,177.1832,33,12/02/2020 09:43
0.6820996,2.341917,4.479203,5.488753,122.0069,33,12/02/2020 09:43
0.6820996,0.9265161,9.21418,5.488753,340.3893,33,12/02/2020 09:43
0.6820996,5.506177,8.260494,5.488753,51.6601,33,12/02/2020 09:43
0.6820996,5.17772,11.27494,5.488753,74.29285,33,12/02/2020 09:43
0.6820996,-0.1691814,16.29964,5.488753,56.66887,33,12/02/2020 09:43
0.6820996,5.425879,18.96008,5.488753,179.1583,33,12/02/2020 09:43
10.14212,3.382215,13.93404,10.45681,280.3192,33,12/02/2020 09:43
11.36921,0.7364995,-0.9386501,5.400898,146.6944,33,12/02/2020 09:43
8.672918,-4.021698,-2.120813,2.971185,132.7871,33,12/02/2020 09:43
7.970259,-4.467777,-1.654854,2.971185,81.3662,33,12/02/2020 09:43
7.970259,-5.863022,-4.4044,2.971185,59.80849,33,12/02/2020 09:44
7.970259,-8.078307,0.0437336,2.971185,158.2339,33,12/02/2020 09:44
4.969169,-3.144608,13.45816,8.25038,66.99905,33,12/02/2020 09:44
4.969169,1.435559,18.56525,8.25038,172.6482,33,12/02/2020 09:44
4.969169,2.842609,26.05162,8.25038,43.22263,33,12/02/2020 09:44
4.969169,2.918105,27.95674,8.25038,263.9566,33,12/02/2020 09:44
2.862051,2.592779,29.96256,8.25038,281.0867,33,12/02/2020 09:44
2.862051,0.5885643,38.97519,8.25038,60.49489,33,12/02/2020 09:44
2.862051,1.819656,39.50603,8.25038,255.6417,33,12/02/2020 09:44
2.862051,1.611191,36.07186,8.25038,138.4224,33,12/02/2020 09:44
2.81582,3.740757,35.5085,8.25038,130.4383,33,12/02/2020 09:44
2.81582,4.239863,33.58228,8.25038,190.1502,33,12/02/2020 09:44
2.81582,3.99174,35.34034,8.25038,107.9791,33,12/02/2020 09:44
2.81582,0.004020507,31.69133,8.25038,263.3364,33,12/02/2020 09:44
2.81582,-4.13659,25.89031,8.25038,208.5426,33,12/02/2020 09:44
2.81582,-7.202316,20.65952,8.25038,123.3607,33,12/02/2020 09:44
2.81582,-4.418636,19.71265,8.25038,145.0952,33,12/02/2020 09:44
2.81582,2.282657,22.39771,8.25038,188.2669,33,12/02/2020 09:44
2.81582,-1.90957,28.20091,8.25038,347.3149,33,12/02/2020 09:44
2.81582,-2.515109,33.65019,8.25038,75.65356,33,12/02/2020 09:44
22.0246,3.786546,43.17767,5.9924,65.64259,33,12/02/2020 09:44
17.0424,-8.166297,61.48596,10.39318,192.6384,33,12/02/2020 09:44
15.28112,5.174064,65.55449,7.376709,167.135,33,12/02/2020 09:44
0,11.02737,64.21729,7.376709,191.4463,34,12/02/2020 09:44
9.829216,21.65692,56.83356,8.935162,178.6774,34,12/02/2020 09:44
9.829216,31.51419,47.61377,8.935162,290.4764,34,12/02/2020 09:44
9.829216,35.08446,37.50437,8.935162,253.1193,34,12/02/2020 09:44
9.829216,43.40351,27.44399,8.935162,280.9072,34,12/02/2020 09:44
9.829216,45.2842,18.25239,8.935162,263.8781,34,12/02/2020 09:44
9.829216,46.9722,13.95486,8.935162,366.0046,34,12/02/2020 09:44
2.690323,42.98825,13.85571,8.935162,285.6358,34,12/02/2020 09:44
2.690323,36.07346,11.30008,8.935162,297.2288,34,12/02/2020 09:44
2.690323,39.46239,20.5715,8.935162,379.661,34,12/02/2020 09:44
2.690323,36.41913,21.71293,8.935162,301.3853,34,12/02/2020 09:44
2.690323,29.34374,21.24093,8.935162,316.751,34,12/02/2020 09:44
2.690323,27.89742,22.24972,8.935162,105.1208,34,12/02/2020 09:44
2.690323,25.6492,23.17637,8.935162,256.7392,34,12/02/2020 09:44
2.690323,25.69598,20.85526,8.935162,116.6294,34,12/02/2020 09:44
2.690323,22.06194,21.48685,8.935162,183.3148,34,12/02/2020 09:44
2.690323,23.08853,22.87879,8.935162,265.9056,34,12/02/2020 09:44
2.690323,15.55823,24.36542,8.935162,283.6598,34,12/02/2020 09:44
2.690323,12.62969,23.89164,8.935162,204.1005,34,12/02/2020 09:44
2.690323,6.299265,29.66744,8.935162,334.1375,34,12/02/2020 09:44
2.690323,8.5398,32.26862,8.935162,219.8656,34,12/02/2020 09:44
2.690323,8.418646,30.20338,8.935162,283.7893,34,12/02/2020 09:44
2.690323,9.248513,30.70506,8.935162,245.9657,34,12/02/2020 09:44
2.690323,7.926275,25.64326,8.935162,305.1302,34,12/02/2020 09:44
2.690323,1.358255,31.6269,8.935162,356.0653,34,12/02/2020 09:44
2.690323,-0.6039931,31.57038,8.935162,252.9857,34,12/02/2020 09:44
2.690323,0.5038071,34.20868,8.935162,320.5899,34,12/02/2020 09:44
2.690323,-0.146871,35.45774,8.935162,334.3196,34,12/02/2020 09:44
2.690323,2.266247,30.89148,8.935162,199.6977,34,12/02/2020 09:44
2.690323,6.862504,28.9143,8.935162,297.4438,34,12/02/2020 09:44
2.690323,1.701405,26.36822,8.935162,50.50972,34,12/02/2020 09:44
2.690323,-0.1994921,27.26769,8.935162,251.8937,34,12/02/2020 09:44
2.690323,2.653738,26.95982,8.935162,360.2578,34,12/02/2020 09:44
2.690323,4.390608,26.39875,8.935162,243.4877,34,12/02/2020 09:44
2.690324,9.833293,27.28147,8.935162,149.2533,34,12/02/2020 09:44
2.690324,18.40395,22.13998,8.935162,186.6578,34,12/02/2020 09:44
2.690324,14.77112,27.47285,8.935162,86.1546,34,12/02/2020 09:44
2.690324,19.82273,30.77276,8.935162,342.1875,34,12/02/2020 09:45
2.690324,19.25094,28.64124,8.935162,206.6962,34,12/02/2020 09:45
2.690324,16.62767,22.46833,8.935162,262.7913,34,12/02/2020 09:45
2.690324,10.37094,23.56275,8.935162,301.3986,34,12/02/2020 09:45
2.690324,9.311779,22.65585,8.935162,309.6872,34,12/02/2020 09:45
2.690324,13.70482,15.83426,8.935162,186.1585,34,12/02/2020 09:45
2.690324,18.49418,15.48251,8.935162,221.3282,34,12/02/2020 09:45
2.690324,12.88396,19.64741,8.935162,41.06454,34,12/02/2020 09:45
2.690324,15.35459,23.23515,8.935162,270.0787,34,12/02/2020 09:45
2.690324,10.56616,23.5421,8.935162,318.5074,34,12/02/2020 09:45
2.690324,12.89403,25.62568,8.935162,193.9061,34,12/02/2020 09:45
2.690324,16.41647,21.61522,8.935162,343.2547,34,12/02/2020 09:45
2.690324,11.44455,25.30077,8.935162,225.7778,34,12/02/2020 09:45
2.690324,11.6001,25.80999,8.935162,266.6942,34,12/02/2020 09:45
2.690324,10.78897,18.73534,8.935162,155.0466,34,12/02/2020 09:45
2.690324,14.80946,24.07723,8.935162,336.6996,34,12/02/2020 09:45
2.690324,11.04633,31.58819,8.935162,61.79343,34,12/02/2020 09:45
1.69E-07,9.187545,34.11939,10.41334,247.7195,35,12/02/2020 09:45
1.69E-07,6.83427,35.54111,10.41334,259.733,35,12/02/2020 09:45
1.69E-07,3.423684,26.91093,10.41334,204.1897,35,12/02/2020 09:45
1.69E-07,-1.548008,26.09226,10.41334,173.8964,35,12/02/2020 09:45
1.69E-07,-0.3815951,28.38923,10.41334,328.758,35,12/02/2020 09:45
1.69E-07,-9.055016,27.16886,10.41334,219.1502,35,12/02/2020 09:45
1.69E-07,-3.517732,22.64395,10.41334,181.5935,35,12/02/2020 09:45
1.69E-07,4.206285,19.12801,10.41334,201.1936,35,12/02/2020 09:45
1.69E-07,10.80993,21.35788,10.41334,81.54428,35,12/02/2020 09:45
0.4561792,12.14764,13.53446,10.41334,285.5524,35,12/02/2020 09:45
0.4561792,3.446753,9.771202,10.41334,294.1803,35,12/02/2020 09:45
0.4561792,0.1962163,11.77846,10.41334,328.4472,35,12/02/2020 09:45
15.35284,-9.347424,20.66991,5.290883,294.0282,35,12/02/2020 09:45
19.9886,-30.4622,14.39285,4.109496,48.44472,35,12/02/2020 09:45
15.46773,-39.40792,24.34074,5.455551,119.3519,35,12/02/2020 09:45
15.46773,-44.51648,27.18075,5.455551,139.6915,35,12/02/2020 09:45
7.808381,-46.82571,27.58416,5.455551,185.7849,35,12/02/2020 09:45
7.808381,-47.53357,21.969,5.455551,172.0051,35,12/02/2020 09:45
0.5776101,-48.04144,26.43207,5.455551,106.7399,36,12/02/2020 09:45
0.6182752,-38.45885,28.47589,5.455551,104.215,36,12/02/2020 09:45
0.6182752,-28.93349,27.2326,5.455551,113.2465,36,12/02/2020 09:45
0.6182752,-27.13246,27.11959,5.455551,129.0273,36,12/02/2020 09:45
8.950855,-15.7519,21.24065,4.723629,133.7347,36,12/02/2020 09:45
8.950855,-1.872864,12.8216,4.723629,202.5177,36,12/02/2020 09:45
8.950855,10.22298,7.647509,4.723629,60.92063,36,12/02/2020 09:45
8.950855,13.15576,7.905849,4.723629,383.7295,36,12/02/2020 09:45
8.950855,17.7605,2.825408,4.723629,364.6861,36,12/02/2020 09:45
4.77E-07,15.16971,0.7251358,4.723629,281.779,37,12/02/2020 09:45
4.77E-07,8.970281,4.293127,4.723629,123.8947,37,12/02/2020 09:45
0.4568806,6.577668,0.6338081,4.723629,256.6411,37,12/02/2020 09:45
10.24348,9.40391,8.167542,10.23723,70.4867,37,12/02/2020 09:45
20.02255,22.8416,15.27435,8.435373,238.8795,37,12/02/2020 09:45
20.02255,35.37614,17.3244,8.435373,288.8542,37,12/02/2020 09:45
20.02255,44.06389,23.71096,8.435373,310.044,37,12/02/2020 09:45
4.77E-07,44.66079,26.33114,8.435373,231.8064,38,12/02/2020 09:45
4.77E-07,37.81173,19.61952,8.435373,276.9049,38,12/02/2020 09:45
4.77E-07,28.2301,21.82896,8.435373,322.9023,38,12/02/2020 09:45
4.77E-07,22.77238,17.30714,8.435373,289.9712,38,12/02/2020 09:45
4.77E-07,23.24452,9.621042,8.435373,192.2012,38,12/02/2020 09:45
4.77E-07,18.80217,12.16413,8.435373,377.3377,38,12/02/2020 09:45
18.33169,30.13923,22.68541,3.631868,300.1488,38,12/02/2020 09:45
18.33169,37.50647,27.19609,3.631868,334.1537,38,12/02/2020 09:45
18.33169,44.76395,35.96572,3.631868,325.51,38,12/02/2020 09:46
0.5049821,43.37197,41.86842,3.631868,311.7104,39,12/02/2020 09:46
0.5049821,34.4803,40.42887,3.631868,254.4452,39,12/02/2020 09:46
0.5049821,30.94107,37.6915,3.631868,208.9289,40,12/02/2020 09:46
0.2843674,25.03597,34.67511,3.631868,279.347,40,12/02/2020 09:46
0.2843674,20.90829,27.80897,3.631868,75.8651,40,12/02/2020 09:46
9.614597,21.00359,24.02944,10.55469,205.0596,40,12/02/2020 09:46
9.614597,13.02399,15.49502,10.55469,306.5344,40,12/02/2020 09:46
9.614597,9.288595,7.047305,10.55469,246.375,40,12/02/2020 09:46
9.614597,2.405865,-0.1904049,10.55469,52.8695,40,12/02/2020 09:46
9.614597,0.9253892,-4.395245,10.55469,78.62779,40,12/02/2020 09:46
9.614597,-3.31833,-8.047337,10.55469,150.7869,40,12/02/2020 09:46
9.614597,1.586959,-12.27189,10.55469,43.08267,40,12/02/2020 09:46
9.614597,-0.1548414,-12.36085,10.55469,62.66437,40,12/02/2020 09:46
9.614597,1.634559,-12.51394,10.55469,61.0869,40,12/02/2020 09:46
9.614597,-4.245584,-15.76726,10.55469,55.78007,40,12/02/2020 09:46
9.614597,-11.35599,-23.05618,10.55469,310.4954,40,12/02/2020 09:46
9.614597,-16.34815,-24.10598,10.55469,380.086,40,12/02/2020 09:46
9.614597,-13.00703,-27.61601,10.55469,43.5795,40,12/02/2020 09:46
0,-10.23746,-24.66585,10.55469,58.71029,41,12/02/2020 09:46
0,-8.073774,-16.37047,10.55469,373.451,41,12/02/2020 09:46
0,-8.537884,-11.67958,10.55469,101.1052,41,12/02/2020 09:46
0,-14.00605,-7.822222,10.55469,69.77274,41,12/02/2020 09:46
0.2795464,-9.156633,-3.236101,10.55469,348.6617,42,12/02/2020 09:46
0.1300451,-9.566971,0.9246159,10.55469,185.3974,42,12/02/2020 09:46
0.4652559,-6.133645,-0.1834145,10.55469,208.1651,43,12/02/2020 09:46
0.4652559,0.8775371,3.779919,10.55469,115.0328,43,12/02/2020 09:46
0.4652559,-0.9106138,7.136655,10.55469,359.8651,43,12/02/2020 09:46
0.4652559,-1.907828,16.03811,10.55469,319.4663,43,12/02/2020 09:46
0.4652559,-4.121244,20.70218,10.55469,127.7354,43,12/02/2020 09:46
0.4652559,2.7616,22.25418,10.55469,285.2786,43,12/02/2020 09:46
0.4652559,-5.57248,25.18625,10.55469,354.3251,43,12/02/2020 09:46
0.4652559,-6.366098,33.12302,10.55469,290.9702,43,12/02/2020 09:46
0.4652559,-8.649766,31.13783,10.55469,319.9598,43,12/02/2020 09:46
0.4652559,-5.050955,32.29025,10.55469,193.2814,43,12/02/2020 09:46
0.4652559,-5.176945,29.53156,10.55469,181.0881,43,12/02/2020 09:46
0.4652559,-9.138194,24.94509,10.55469,90.17497,43,12/02/2020 09:46
0.4652559,-5.629975,19.84034,10.55469,219.964,43,12/02/2020 09:46
0.4652559,-10.38596,17.56788,10.55469,87.97966,43,12/02/2020 09:46
0.4652559,-9.565619,19.4972,10.55469,39.0493,43,12/02/2020 09:46
0.4652559,-3.820888,23.51644,10.55469,265.3619,43,12/02/2020 09:46
0.4652559,-5.885915,20.5003,10.55469,158.6582,43,12/02/2020 09:46
0.4652559,-4.746134,16.37932,10.55469,57.87602,43,12/02/2020 09:46
0.3765221,-0.1006594,13.8699,10.55469,217.0613,43,12/02/2020 09:46
0.3765221,-2.77218,15.00696,10.55469,166.5128,43,12/02/2020 09:46
0.3765221,6.299964,14.93536,10.55469,281.6791,43,12/02/2020 09:46
0.3765221,1.43159,12.41155,10.55469,95.23956,43,12/02/2020 09:46
0.3765221,-3.974844,17.50603,10.55469,371.8585,43,12/02/2020 09:46
0.3765221,-7.803328,21.70432,10.55469,88.37549,43,12/02/2020 09:46
0.3765221,-8.774282,23.20986,10.55469,268.9312,43,12/02/2020 09:46
0.3765221,-6.037902,24.70308,10.55469,107.8332,43,12/02/2020 09:46
0.3765221,-5.593566,32.24478,10.55469,143.7654,43,12/02/2020 09:46
0.3765221,0.9106979,28.1465,10.55469,225.0744,43,12/02/2020 09:46
0.3765221,-4.355205,26.02213,10.55469,105.7596,43,12/02/2020 09:46
0.3765221,-7.395012,26.46164,10.55469,254.4932,43,12/02/2020 09:46
0.3765221,-2.879642,27.13479,10.55469,102.6944,43,12/02/2020 09:46
0.3765221,4.136638,27.33876,10.55469,87.06227,43,12/02/2020 09:46
0.3765221,10.33449,21.75125,10.55469,217.691,43,12/02/2020 09:46
0.3765221,4.378841,18.94848,10.55469,345.4651,43,12/02/2020 09:46
0.3765221,-1.178486,25.43786,10.55469,85.42442,43,12/02/2020 09:46
0.3765221,-5.161054,28.37151,10.55469,272.9622,43,12/02/2020 09:47
0.3765221,-5.508019,31.75025,10.55469,370.7365,43,12/02/2020 09:47
0.3765221,-9.063163,34.42499,10.55469,389.5061,43,12/02/2020 09:47
0.03896052,-10.41617,36.58024,10.55469,64.30336,44,12/02/2020 09:47
1.81E-07,-9.166945,37.29306,10.55469,293.1012,45,12/02/2020 09:47
1.81E-07,-0.912354,31.71003,10.55469,169.8328,45,12/02/2020 09:47
0.6738001,5.164532,26.21605,10.55469,186.5162,45,12/02/2020 09:47
19.27142,-1.266626,29.8027,4.900282,233.9375,45,12/02/2020 09:47
4.264641,-6.714802,37.73207,4.900282,150.3312,46,12/02/2020 09:47
1.275232,-7.995533,41.56493,4.900282,389.5935,46,12/02/2020 09:47
1.27189,-8.770664,46.51729,4.900282,286.0686,46,12/02/2020 09:47
1.27189,-10.40719,47.65324,4.900282,206.9805,46,12/02/2020 09:47
1.27189,-13.72763,41.50382,4.900282,223.5007,47,12/02/2020 09:47
1.27189,-16.16303,41.50377,4.900282,181.9982,48,12/02/2020 09:47
1.27189,-16.41786,41.50421,4.900282,217.6539,49,12/02/2020 09:47
1.27189,-11.49513,41.50353,4.900282,200.0014,49,12/02/2020 09:47
1.27189,-11.64778,46.88501,4.900282,217.222,49,12/02/2020 09:47
1.09068,-10.58531,41.34409,4.900282,198.7694,50,12/02/2020 09:47
9.551871,-2.820781,36.42591,9.842844,71.97314,50,12/02/2020 09:47
9.551871,7.254841,30.81421,9.842844,254.2669,50,12/02/2020 09:47
19.10014,20.57778,21.59572,5.089989,177.2806,50,12/02/2020 09:47
0.000218606,26.24284,0.7323132,8.483418,141.6485,51,12/02/2020 09:47
0,18.67677,2.234333,8.483418,392.8359,53,12/02/2020 09:47
9.657781,12.73288,16.31859,7.227748,284.6901,53,12/02/2020 09:47
0,11.73011,36.18433,3.611001,280.5579,54,12/02/2020 09:47
0,10.58368,34.87372,3.611001,66.07787,54,12/02/2020 09:47
0.3114612,11.96519,27.43996,3.611001,297.7238,54,12/02/2020 09:47
0.3114612,3.595257,30.20676,3.611001,71.48586,54,12/02/2020 09:47
9.874759,6.017688,26.22602,6.216388,364.5338,54,12/02/2020 09:47
9.874759,6.031162,24.58705,6.216388,301.1681,54,12/02/2020 09:47
2.966889,10.00338,15.44822,8.526852,68.83501,54,12/02/2020 09:47
17.12173,3.229692,21.42122,5.941012,362.2178,54,12/02/2020 09:47
4.025117,-13.19775,36.57594,8.748293,350.3221,55,12/02/2020 09:47
4.025117,-14.01152,30.04419,8.748293,147.5316,55,12/02/2020 09:47
4.025117,-14.29041,32.90521,8.748293,113.5313,55,12/02/2020 09:47
4.025117,-14.99496,29.02338,8.748293,180.6168,55,12/02/2020 09:47
4.025117,-15.71967,25.51364,8.748293,390.8892,55,12/02/2020 09:47
4.025117,-13.76387,29.85227,8.748293,307.4561,55,12/02/2020 09:47
4.025117,-14.56557,27.60489,8.748293,152.0171,55,12/02/2020 09:47
4.025117,-18.5815,27.96718,8.748293,237.2143,55,12/02/2020 09:47
4.025117,-18.23483,20.52948,8.748293,175.482,55,12/02/2020 09:47
4.025117,-13.39507,18.68799,8.748293,92.8044,55,12/02/2020 09:47
4.025117,-14.78898,14.46994,8.748293,255.7325,55,12/02/2020 09:47
4.025117,-15.66368,20.40558,8.748293,323.6055,55,12/02/2020 09:47
4.025117,-20.26881,20.04297,8.748293,239.6173,55,12/02/2020 09:47
4.025117,-15.31444,17.10495,8.748293,152.249,55,12/02/2020 09:47
4.025117,-19.00424,14.79671,8.748293,191.8952,55,12/02/2020 09:47
4.025117,-23.21782,15.9765,8.748293,384.9026,55,12/02/2020 09:47
6.192701,-22.58828,22.67411,9.57562,113.4749,55,12/02/2020 09:47
6.192701,-10.9914,24.58046,9.57562,165.5012,55,12/02/2020 09:47
6.192701,1.023414,14.15804,9.57562,167.7676,55,12/02/2020 09:47
6.192701,11.81377,10.24632,9.57562,292.4912,55,12/02/2020 09:47
6.192701,16.57291,8.917492,9.57562,356.673,55,12/02/2020 09:47
6.192701,21.30122,11.24685,9.57562,162.0399,55,12/02/2020 09:47
8.642456,23.87398,15.23554,9.371886,303.2619,55,12/02/2020 09:47
8.642456,19.55572,20.255,9.371886,311.5289,55,12/02/2020 09:47
8.642456,16.06592,27.48854,9.371886,156.8499,55,12/02/2020 09:47
9.973915,27.59409,18.22161,5.414832,217.308,55,12/02/2020 09:47
9.973915,32.41654,21.32708,5.414832,354.5239,55,12/02/2020 09:47
9.017393,19.83449,26.73402,4.120078,320.198,55,12/02/2020 09:48
9.017393,13.01042,27.03296,4.120078,289.7461,55,12/02/2020 09:48
34.30433,-15.20175,17.87364,3.940021,328.7911,55,12/02/2020 09:48
0,-48.68464,9.247046,3.940021,100.8961,56,12/02/2020 09:48
0,-42.04197,5.837214,3.940021,212.3597,56,12/02/2020 09:48
0,-34.42879,6.29813,3.940021,147.3173,56,12/02/2020 09:48
0,-24.91106,2.792268,3.940021,143.2982,56,12/02/2020 09:48
0,-29.13466,4.863365,3.940021,98.92926,56,12/02/2020 09:48
0,-22.32563,12.04082,3.940021,66.66084,56,12/02/2020 09:48
0,-23.87149,15.50998,3.940021,346.1198,56,12/02/2020 09:48
0,-21.51884,14.79761,3.940021,207.205,56,12/02/2020 09:48
0,-18.52509,12.39455,3.940021,136.955,56,12/02/2020 09:48
0,-13.59523,18.7056,3.940021,395.577,56,12/02/2020 09:48
0.3960978,-6.448408,17.01613,3.940021,40.55244,56,12/02/2020 09:48
0.4725583,-4.503248,21.18909,3.940021,355.0388,56,12/02/2020 09:48
0.4725583,0.9113962,21.69178,3.940021,291.6534,56,12/02/2020 09:48
0.4725583,-6.000627,15.14526,3.940021,272.5868,56,12/02/2020 09:48
0.4725583,-5.368255,18.16868,3.940021,383.8256,56,12/02/2020 09:48
0.4847148,-4.288779,19.93738,3.940021,151.8254,56,12/02/2020 09:48
0.4847148,3.844351,13.78532,3.940021,188.3024,56,12/02/2020 09:48
0.4847148,3.873622,19.74905,3.940021,249.9646,56,12/02/2020 09:48
9.862442,-0.5148771,15.54655,3.330894,164.955,56,12/02/2020 09:48
15.32045,-1.977695,5.960811,5.628788,142.4343,56,12/02/2020 09:48
15.21282,5.609267,-5.163807,5.628788,47.44475,56,12/02/2020 09:48
15.21282,13.83728,-8.939013,5.628788,360.387,56,12/02/2020 09:48
15.21282,17.00143,-14.99508,10.85899,58.68153,56,12/02/2020 09:48
15.21282,23.40408,-18.89448,10.85899,352.0245,56,12/02/2020 09:48
15.21282,23.63067,-25.67174,10.85899,360.2563,56,12/02/2020 09:48
15.21282,26.25969,-30.0439,10.85899,383.3927,56,12/02/2020 09:48
0.5769539,28.12166,-24.29872,10.85899,369.3441,57,12/02/2020 09:48
0.5769539,20.4565,-19.75381,10.85899,38.85395,57,12/02/2020 09:48
0.5769539,15.17875,-12.67476,10.85899,363.1212,57,12/02/2020 09:48
0.5769539,7.355167,-10.80876,10.85899,52.34373,57,12/02/2020 09:48
0.5769539,5.82472,-4.891754,10.85899,313.1708,57,12/02/2020 09:48
9.361365,0.4828251,4.047935,6.511366,356.2647,57,12/02/2020 09:48
9.361365,-9.997544,5.296776,6.511366,198.0353,57,12/02/2020 09:48
9.361365,-13.16698,14.71301,6.511366,258.2659,57,12/02/2020 09:48
9.361365,-16.20635,22.09506,6.511366,63.95839,57,12/02/2020 09:48
9.361365,-22.01631,30.91259,6.511366,40.14244,57,12/02/2020 09:48
0.3461988,-29.3202,36.44697,6.511366,166.5294,58,12/02/2020 09:48
0.3461988,-23.65883,31.02832,6.511366,240.1723,58,12/02/2020 09:48
0.3461988,-24.43453,27.19617,6.511366,149.1435,58,12/02/2020 09:48
0.3461988,-19.12318,22.22104,6.511366,255.6331,58,12/02/2020 09:48
0.3461988,-17.30748,19.7318,6.511366,384.804,58,12/02/2020 09:48
0.3461988,-14.90907,23.24857,6.511366,44.32791,58,12/02/2020 09:48
10.01525,-8.118302,20.56848,8.779094,231.4997,58,12/02/2020 09:48
19.60666,-23.12652,15.90056,9.631577,207.8852,58,12/02/2020 09:48
17.40057,-25.06761,2.934512,8.809654,199.3539,58,12/02/2020 09:48
0,-19.1122,5.309596,8.809654,68.21039,59,12/02/2020 09:48
0,-16.15811,8.044731,8.809654,88.30794,59,12/02/2020 09:48
0,-9.927967,14.60433,8.809654,111.6722,59,12/02/2020 09:48
0,-1.465142,12.24536,8.809654,80.16367,59,12/02/2020 09:48
0,2.011106,13.53919,8.809654,51.79524,59,12/02/2020 09:48
0,4.144115,20.52519,8.809654,194.223,59,12/02/2020 09:48
0.7469279,0.9127892,23.17724,8.809654,335.2834,59,12/02/2020 09:48
0.8727143,0.3157136,15.65699,8.809654,98.05745,59,12/02/2020 09:48
0.8727143,3.02314,9.195123,8.809654,197.9069,59,12/02/2020 09:48
0.8727143,6.025627,6.013103,8.809654,356.4489,59,12/02/2020 09:48
0.8727143,6.032337,8.299517,8.809654,353.5423,59,12/02/2020 09:48
0.8727143,7.718734,6.402464,8.809654,167.4028,59,12/02/2020 09:48
5.96E-08,13.93314,0.7215862,8.809654,214.3936,60,12/02/2020 09:49
5.96E-08,11.52229,4.308708,8.809654,187.2184,60,12/02/2020 09:49
5.96E-08,17.42032,6.148159,8.809654,338.4803,60,12/02/2020 09:49
5.96E-08,14.65677,3.710215,8.809654,274.2298,60,12/02/2020 09:49
5.96E-08,6.554662,5.595024,8.809654,281.2113,60,12/02/2020 09:49
5.96E-08,3.35103,2.509379,8.809654,49.30169,60,12/02/2020 09:49
5.96E-08,-3.257337,5.135987,8.809654,275.4094,60,12/02/2020 09:49
5.96E-08,-2.55558,5.519414,8.809654,160.8196,60,12/02/2020 09:49
5.96E-08,4.329982,4.634961,8.809654,165.3868,60,12/02/2020 09:49
5.96E-08,2.476469,7.928814,8.809654,357.9763,60,12/02/2020 09:49
5.96E-08,1.73128,5.717343,8.809654,156.4292,60,12/02/2020 09:49
5.96E-08,2.00414,8.467505,8.809654,314.166,60,12/02/2020 09:49
5.96E-08,7.823209,8.715323,8.809654,372.1516,60,12/02/2020 09:49
5.96E-08,9.703168,10.31675,8.809654,227.4577,60,12/02/2020 09:49
5.96E-08,8.927249,15.60311,8.809654,283.0829,60,12/02/2020 09:49
0.7896718,0.7924917,16.65722,8.809654,304.929,60,12/02/2020 09:49
0.7896718,0.4922302,15.70603,8.809654,360.4308,60,12/02/2020 09:49
